,SubjectID,TestType,TotalTrials,Datestr,TrialNo,TrialStartTime,Correct,ReactionTime_s,HitRT_s,HitMiss,crossChange,crossOnset_s,TrialIdx,Change,TargetOnset,TargetAz,TargetEl,Sources,Mono,sL1,sF1,sL2,sF2,sL3,sF3,sL4,sF4,sL5,sF5,sL6,sF6,sL7,sF7,sL8,sF8,Threshold,Std
469,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,70,52:37.1,1,,,2,0,7.174,70,0,4.357,162,32,7,1,23,14,6,1,13,12,14,5,17,11,18,8,5,2,20,17,13.8,3.2244135666426255
470,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,71,52:47.2,1,,,2,0,4.323,71,0,4.989,0,0,7,1,11,10,2,2,3,6,8,11,17,1,30,4,25,8,20,17,13.8,3.2244135666426255
471,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,72,52:58.0,1,5.272500038146973,0.4805000381469728,1,0,5.543,72,1,4.792,252,0,7,1,18,14,26,6,27,3,3,5,15,16,16,12,5,4,20,17,13.8,3.2244135666426255
472,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,73,53:09.0,1,,,2,0,2.268,73,0,4.433,18,-32,4,1,6,14,2,12,23,11,19,3,20,17,1,17,26,17,11,17,13.8,3.2244135666426255
473,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,74,53:19.0,1,5.013199090957642,0.4751990909576413,1,0,5.317,74,1,4.538,0,90,8,1,31,15,21,5,13,2,22,3,15,6,8,4,9,12,24,11,13.8,3.2244135666426255
474,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,75,53:29.6,1,,,2,0,2.337,75,0,4.158,198,-56,7,1,4,10,21,12,12,1,22,3,8,11,9,4,10,5,20,17,13.8,3.2244135666426255
475,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,76,53:39.7,1,4.595315933227539,0.5673159332275395,1,0,6.765,76,1,4.028,36,0,7,1,12,15,11,11,14,1,15,8,16,3,18,5,5,6,20,17,13.8,3.2244135666426255
476,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,77,53:49.5,1,,,2,0,6.856,77,0,4.1,252,0,6,1,18,7,21,1,27,3,28,16,23,12,20,11,1,17,26,17,13.8,3.2244135666426255
477,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,78,53:59.4,1,,,2,0,1.27,78,0,4.488,126,-56,6,1,3,15,1,3,12,8,4,4,24,11,25,1,20,17,26,17,13.8,3.2244135666426255
478,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,79,54:09.6,1,4.968007326126099,0.5300073261260989,1,0,3.247,79,1,4.438,198,56,8,1,29,10,31,4,26,1,2,12,27,5,4,8,9,2,18,16,13.8,3.2244135666426255
479,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,80,54:20.1,1,5.527099847793579,1.0940998477935793,1,0,7.349,80,1,4.433,180,0,4,1,16,10,6,6,3,3,5,11,20,17,1,17,26,17,11,17,13.8,3.2244135666426255
480,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,81,54:30.5,1,,,2,0,3.573,81,0,4.437,162,32,8,1,23,14,31,3,20,2,13,16,22,1,29,5,25,6,10,11,13.8,3.2244135666426255
481,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,82,54:40.6,1,5.424388885498047,0.661388885,1,0,2.244,82,1,4.763,198,-56,5,1,4,9,6,5,22,3,16,8,30,1,20,17,1,17,26,17,13.8,3.2244135666426255
482,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,83,55:01.8,1,5.105140924453735,0.6601409244537351,1,0,3.82,83,1,4.445,90,-32,5,1,7,7,21,4,16,12,17,11,25,8,20,17,1,17,26,17,13.8,3.2244135666426255
483,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,84,55:12.8,1,,,2,0,5.726,84,0,4.881,90,-32,5,1,7,7,31,16,28,8,17,4,20,12,1,17,26,17,11,17,13.8,3.2244135666426255
484,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,85,55:23.4,1,,,2,0,5.265,85,0,4.382,54,-56,4,1,2,10,21,16,16,5,19,3,20,17,1,17,26,17,11,17,13.8,3.2244135666426255
485,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,86,55:33.4,1,4.913902759552002,0.49390276,1,0,7.45,86,1,4.42,90,32,7,1,22,10,26,3,12,6,15,16,4,11,18,2,5,1,20,17,13.8,3.2244135666426255
486,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,87,55:43.7,1,5.252381801605225,0.5053818016052247,1,0,2.123,87,1,4.747,270,56,4,1,30,15,31,1,7,16,15,11,20,17,1,17,26,17,11,17,13.8,3.2244135666426255
487,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,88,55:54.5,1,5.053390026092529,0.507390026,1,0,4.971,88,1,4.546,306,32,4,1,25,9,12,16,27,5,4,2,20,17,1,17,26,17,11,17,13.8,3.2244135666426255
488,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,89,56:05.3,1,4.782194137573242,0.4451941375732424,1,0,4.591,89,1,4.337,54,-56,4,1,2,14,31,1,8,6,10,12,20,17,1,17,26,17,11,17,13.8,3.2244135666426255
489,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,90,56:25.7,1,,,2,0,6.669,90,0,4.718,180,0,4,1,16,14,20,16,28,5,19,6,1,17,26,17,11,17,6,17,13.8,3.2244135666426255
490,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,91,56:36.7,1,,,2,0,7.015,91,0,4.228,288,0,7,1,19,9,1,3,13,12,14,1,8,8,17,2,9,16,20,17,13.8,3.2244135666426255
491,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,92,56:58.1,1,,,2,0,6.837,92,0,4.051,126,-56,7,1,3,15,11,16,27,12,28,4,4,11,30,3,19,1,20,17,13.8,3.2244135666426255
492,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,93,57:08.2,1,4.700970173,0.6459701728820804,1,0,5.17,93,1,4.055,198,56,7,1,29,9,26,4,27,12,7,11,8,1,18,8,20,5,1,17,13.8,3.2244135666426255
493,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,94,57:18.8,1,4.840953112,0.4389531116485594,1,0,1.629,94,1,4.402,324,0,4,1,20,14,27,2,23,16,24,5,20,17,1,17,26,17,11,17,13.8,3.2244135666426255
494,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,95,57:51.3,1,4.864889860153198,0.7038898601531987,1,0,5.443,95,1,4.161,198,56,5,1,29,7,21,2,7,5,16,3,10,8,20,17,1,17,26,17,13.8,3.2244135666426255
495,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,96,58:22.5,1,,,2,0,3.345,96,0,4.768,342,56,5,1,26,10,2,1,23,3,24,16,5,8,20,17,1,17,26,17,13.8,3.2244135666426255
496,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,97,58:43.1,1,,,2,0,6.825,97,0,4.168,162,-32,5,1,8,9,12,5,13,16,18,11,30,6,20,17,1,17,26,17,13.8,3.2244135666426255
497,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,98,58:52.9,1,5.070302963256836,0.5343029632568363,1,0,1.296,98,1,4.536,270,56,5,1,30,9,1,8,14,4,3,1,18,16,20,17,26,17,11,17,13.8,3.2244135666426255
498,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,99,59:24.8,1,4.989726066589356,0.5497260665893551,1,0,5.287,99,1,4.44,342,56,5,1,26,14,13,3,3,8,17,5,20,1,1,17,26,17,11,17,13.8,3.2244135666426255
499,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,100,59:45.4,1,,,2,0,7.781,100,0,4.017,198,56,5,1,29,9,26,12,13,2,15,4,30,1,20,17,1,17,11,17,13.8,3.2244135666426255
500,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,101,02:22.4,1,5.554505109786987,0.6745051097869874,1,0,7.748,101,1,4.88,162,-32,7,0,8,7,6,3,2,12,14,2,4,5,30,1,25,6,20,17,13.8,3.2244135666426255
501,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,102,02:33.1,1,,,2,0,3.241,102,0,4.491,162,-32,8,0,8,9,26,1,6,2,3,6,14,3,23,16,25,12,18,4,13.8,3.2244135666426255
502,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,103,02:43.8,1,,,2,0,3.633,103,0,4.097,270,56,5,0,30,7,1,4,27,6,16,5,18,1,20,17,26,17,11,17,13.8,3.2244135666426255
503,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,104,02:54.0,1,,,2,0,6.568,104,0,4.751,90,32,5,0,22,14,21,2,15,6,4,12,30,4,20,17,1,17,26,17,13.8,3.2244135666426255
504,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,105,03:05.0,1,4.953502893447876,0.6085028934478762,1,0,6.332,105,1,4.345,234,-32,7,0,9,15,11,16,2,12,22,5,28,8,16,11,25,1,20,17,13.8,3.2244135666426255
505,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,106,03:15.6,1,4.936573744,0.4575737438201903,1,0,4.398,106,1,4.479,144,0,7,0,15,15,26,16,27,3,14,12,16,2,18,1,10,8,20,17,13.8,3.2244135666426255
506,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,107,03:26.1,1,4.566770792007446,0.4877707920074465,1,0,1.775,107,1,4.079,36,0,8,0,12,10,12,16,13,1,3,8,15,2,23,4,25,11,19,3,13.8,3.2244135666426255
507,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,108,03:36.4,1,5.235400199890137,0.9634001998901364,1,0,3.472,108,1,4.272,162,-32,8,0,8,7,31,4,11,3,27,5,28,16,29,6,24,2,9,8,13.8,3.2244135666426255
508,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,109,03:46.8,1,4.944215774536133,0.4222157745361325,1,0,4.855,109,1,4.522,0,0,5,0,11,15,13,12,8,5,17,1,20,8,1,17,26,17,11,17,13.8,3.2244135666426255
509,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,110,03:57.4,1,5.1780970096588135,0.4670970096588132,1,0,5.833,110,1,4.711,144,0,4,0,15,9,6,8,2,3,10,5,20,17,1,17,26,17,11,17,13.8,3.2244135666426255
510,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,111,04:08.5,1,,,2,0,4.737,111,0,4.644,180,0,8,0,16,15,31,1,21,12,7,8,14,6,4,16,9,2,5,11,13.8,3.2244135666426255
511,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,112,04:18.8,1,4.906335830688477,0.5583358306884767,1,0,3.542,112,1,4.348,18,-32,4,0,6,7,3,4,4,5,24,3,20,17,1,17,26,17,11,17,13.8,3.2244135666426255
512,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,113,04:29.3,1,4.910249948501587,0.3952499485015872,1,0,5.347,113,1,4.515,90,-32,4,0,7,15,6,12,15,4,5,6,20,17,1,17,26,17,11,17,13.8,3.2244135666426255
513,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,114,04:39.5,1,,,2,0,5.103,114,0,4.212,198,-56,6,0,4,9,26,12,27,1,3,11,5,6,25,4,20,17,1,17,13.8,3.2244135666426255
514,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,115,04:49.7,1,,,2,0,4.447,115,0,4.64,18,-32,5,0,6,9,14,8,16,16,17,1,25,11,20,17,1,17,26,17,13.8,3.2244135666426255
515,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,116,05:00.4,1,,,2,0,7.47,116,0,4.836,270,-56,7,0,5,10,11,1,27,4,14,6,28,3,17,5,18,2,20,17,13.8,3.2244135666426255
516,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,117,05:11.4,1,,,2,0,3.686,117,0,4.661,306,-32,7,0,10,14,26,1,27,3,22,4,15,12,16,2,9,11,20,17,13.8,3.2244135666426255
517,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,118,05:21.7,1,,,2,0,5.422,118,0,4.852,306,-32,6,0,10,15,31,1,7,4,28,11,8,8,9,12,20,17,1,17,13.8,3.2244135666426255
518,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,119,05:32.5,1,,,2,0,7.499,119,0,4.789,234,-32,7,0,9,7,6,11,12,8,7,6,28,5,4,3,25,16,20,17,13.8,3.2244135666426255
519,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,120,05:43.0,1,,,2,0,4.305,120,0,4.059,144,0,4,0,15,15,1,5,2,2,5,4,20,17,26,17,11,17,6,17,13.8,3.2244135666426255
520,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,121,05:52.8,1,5.642313003540039,0.7163130035400389,1,0,5.843,121,1,4.926,54,-56,7,0,2,7,26,2,7,11,23,1,17,3,30,6,25,8,20,17,13.8,3.2244135666426255
521,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,122,06:03.3,1,5.194327831268311,0.7683278312683104,1,0,7.032,122,1,4.426,252,0,7,0,18,7,21,1,12,6,22,3,15,16,29,8,5,2,20,17,13.8,3.2244135666426255
522,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,123,06:13.4,1,5.399220943450928,0.5752209434509279,1,0,5.329,123,1,4.824,306,32,4,0,25,15,6,6,13,5,15,16,20,17,1,17,26,17,11,17,13.8,3.2244135666426255
523,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,124,06:23.9,1,,,2,0,6.741,124,0,4.244,54,-56,7,0,2,9,26,5,14,2,8,6,29,12,9,3,25,8,20,17,13.8,3.2244135666426255
524,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,125,06:34.2,1,5.3096349239349365,0.5046349239349368,1,0,1.563,125,1,4.805,270,-56,7,0,5,9,31,1,13,8,3,12,15,4,16,16,18,5,20,17,13.8,3.2244135666426255
525,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,126,06:45.0,1,,,2,0,1.03,126,0,4.161,306,-32,8,0,10,14,11,2,21,6,3,12,28,16,29,1,8,5,30,3,13.8,3.2244135666426255
526,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,127,06:55.0,1,4.819646120071411,0.6336461200714112,1,0,5.268,127,1,4.186,90,32,5,0,22,7,11,8,15,2,9,5,10,4,20,17,1,17,26,17,13.8,3.2244135666426255
527,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,128,07:05.6,1,,,2,0,2.206,128,0,4.842,36,0,7,0,12,10,6,4,14,1,28,16,4,5,24,8,5,12,20,17,13.8,3.2244135666426255
528,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,129,07:17.0,1,5.489903211593628,0.5039032115936282,1,0,7.425,129,1,4.986,90,32,6,0,22,9,1,2,15,5,8,8,5,4,10,12,20,17,26,17,13.8,3.2244135666426255
529,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,130,07:28.3,1,,,2,0,6.493,130,0,4.281,0,90,6,0,31,14,2,5,3,2,23,3,5,12,19,4,20,17,1,17,13.8,3.2244135666426255
530,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,131,07:38.8,1,4.925045967102051,0.580045967,1,0,6.865,131,1,4.345,342,56,4,0,26,7,2,12,16,1,30,5,20,17,1,17,26,17,11,17,13.8,3.2244135666426255
531,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,132,07:49.1,1,,,2,0,5.22,132,0,4.606,288,0,4,0,19,9,11,16,28,5,17,4,20,17,1,17,26,17,6,17,13.8,3.2244135666426255
532,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,133,07:59.9,1,5.210187911987305,0.5591879119873049,1,0,5.551,133,1,4.651,270,56,5,0,30,15,1,3,13,6,28,4,4,16,20,17,26,17,11,17,13.8,3.2244135666426255
533,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,134,08:11.0,1,,,2,0,5.967,134,0,4.676,342,56,8,0,26,9,1,5,13,2,22,8,4,16,23,6,30,1,10,12,13.8,3.2244135666426255
534,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,135,08:21.4,1,,,2,0,7.976,135,0,4.378,144,0,7,0,15,7,21,3,12,12,7,5,29,6,18,8,25,11,20,17,13.8,3.2244135666426255
535,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,136,08:31.6,0,5.5273730754852295,,4,0,7.795,136,0,4.988,72,0,8,0,13,7,11,12,26,6,14,16,17,11,4,1,24,2,19,5,13.8,3.2244135666426255
536,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,137,08:42.2,1,5.283906936645508,0.6719069366455077,1,0,3.159,137,1,4.612,126,56,5,0,28,14,1,11,27,2,18,8,30,4,20,17,26,17,11,17,13.8,3.2244135666426255
537,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,138,08:52.7,1,4.993335723876953,0.9083357238769532,1,0,1.318,138,1,4.085,198,-56,6,0,4,7,26,11,13,4,3,3,9,2,20,5,1,17,11,17,13.8,3.2244135666426255
538,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,139,09:02.8,1,4.966547966003418,0.849547966,1,0,3.509,139,1,4.117,180,0,8,0,16,7,1,16,12,3,3,6,28,4,4,1,25,11,19,8,13.8,3.2244135666426255
539,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,140,09:13.2,1,,,2,0,3.736,140,0,4.863,36,0,8,0,12,7,6,12,22,4,3,5,15,2,16,1,18,8,5,16,13.8,3.2244135666426255
540,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,141,09:24.0,1,4.9834489822387695,0.6484489822387696,1,0,3.526,141,1,4.335,216,0,8,0,17,14,21,11,12,5,28,16,22,2,23,1,19,4,18,12,13.8,3.2244135666426255
541,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,142,09:34.7,1,,,2,0,5.83,142,0,4.942,126,56,8,0,28,15,21,4,1,6,13,2,23,3,15,8,24,5,9,11,13.8,3.2244135666426255
542,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,143,09:45.2,1,,,2,0,7.55,143,0,4.074,0,0,7,0,11,15,2,4,14,5,8,8,16,11,18,12,19,1,20,17,13.8,3.2244135666426255
543,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,144,09:55.0,1,,,2,0,3.567,144,0,4.063,108,0,4,0,14,15,26,1,23,8,9,2,20,17,1,17,11,17,6,17,13.8,3.2244135666426255
544,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,145,10:05.4,1,,,2,0,4.009,145,0,4.623,144,0,5,0,15,10,31,8,13,5,18,16,25,11,20,17,1,17,26,17,13.8,3.2244135666426255
545,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,146,10:16.1,1,5.929903745651245,1.314903745651245,1,0,2.759,146,1,4.615,0,90,4,0,31,7,14,1,23,2,19,12,20,17,1,17,26,17,11,17,13.8,3.2244135666426255
546,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,147,10:27.1,1,,,2,0,4.868,147,0,4.486,126,56,4,0,28,9,26,1,23,12,18,3,20,17,1,17,11,17,6,17,13.8,3.2244135666426255
547,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,148,10:37.3,1,,,2,0,6.605,148,0,4.749,126,-56,7,0,3,15,6,12,27,5,15,1,4,2,9,11,5,3,20,17,13.8,3.2244135666426255
548,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,149,10:48.3,1,,,2,0,3.718,149,0,4.558,18,32,7,0,21,15,12,5,3,6,28,2,16,11,30,1,19,4,20,17,13.8,3.2244135666426255
549,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,150,10:59.3,1,4.803519010543823,0.5885190105438234,1,0,4.044,150,1,4.215,252,0,5,0,18,15,26,11,7,12,15,6,20,4,1,17,11,17,6,17,13.8,3.2244135666426255
550,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,151,11:10.0,1,5.256712913513184,0.6067129135131832,1,0,5.049,151,1,4.65,324,0,6,0,20,14,31,6,7,16,28,11,8,8,24,12,20,17,1,17,13.8,3.2244135666426255
551,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,152,11:20.3,1,5.741996765136719,0.7619967651367183,1,0,5.12,152,1,4.98,324,0,5,0,20,10,31,2,27,3,16,12,9,16,20,17,1,17,26,17,13.8,3.2244135666426255
552,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,153,11:31.2,1,,,2,0,5.186,153,0,4.251,90,-32,4,0,7,15,6,3,23,2,19,5,20,17,1,17,26,17,11,17,13.8,3.2244135666426255
553,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,154,11:41.4,1,,,2,0,3.872,154,0,4.572,234,-32,6,0,9,9,11,12,22,16,28,8,16,1,20,2,1,17,26,17,13.8,3.2244135666426255
554,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,155,11:52.5,1,5.079672813415527,0.5126728134155272,1,0,2.257,155,1,4.567,108,0,8,0,14,14,6,6,11,8,27,1,8,5,15,16,25,11,24,4,13.8,3.2244135666426255
555,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,156,12:03.4,1,4.771813154220581,0.763813154,1,0,2.991,156,1,4.008,234,-32,6,0,9,7,21,12,13,6,28,4,8,8,25,2,20,17,1,17,13.8,3.2244135666426255
556,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,157,12:13.6,1,4.700875997543335,0.6248759975433353,1,0,7.457,157,1,4.076,108,0,7,0,14,9,31,11,13,2,8,4,17,16,24,5,20,12,1,17,13.8,3.2244135666426255
557,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,158,12:24.0,1,4.745955706,0.6669557056427005,1,0,6.369,158,1,4.079,324,0,8,0,20,14,26,2,2,1,3,12,17,4,16,5,19,3,24,16,13.8,3.2244135666426255
558,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,159,12:33.9,1,5.004711866378784,0.6127118663787838,1,0,1.54,159,1,4.392,36,0,7,0,12,9,21,3,22,6,28,11,16,5,24,12,19,8,20,17,13.8,3.2244135666426255
559,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,160,12:44.6,1,,,2,0,7.501,160,0,4.541,90,32,6,0,22,14,6,5,14,8,16,2,9,16,10,11,20,17,1,17,13.8,3.2244135666426255
560,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,161,13:31.5,1,,,2,0,1.214,161,0,4.674,18,-32,4,0,6,15,14,3,29,12,18,2,20,17,1,17,26,17,11,17,13.8,3.2244135666426255
561,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,162,13:42.3,1,,,2,0,5.969,162,0,4.313,306,32,4,0,25,7,11,1,27,16,23,5,20,17,1,17,26,17,6,17,13.8,3.2244135666426255
562,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,163,13:52.5,1,,,2,0,1.564,163,0,4.64,270,56,4,0,30,10,1,2,2,1,16,8,20,17,26,17,11,17,6,17,13.8,3.2244135666426255
563,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,164,14:03.3,1,4.861798048019409,0.6027980480194088,1,0,5.384,164,1,4.259,306,-32,8,0,10,15,21,1,11,11,14,8,3,4,4,5,8,2,19,16,13.8,3.2244135666426255
564,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,165,14:13.5,1,5.055473327636719,0.8264733276367187,1,0,3.709,165,1,4.229,198,56,4,0,29,7,20,3,22,5,9,4,1,17,26,17,11,17,6,17,13.8,3.2244135666426255
565,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,166,14:23.6,1,4.995253801345825,0.7382538013458255,1,0,5.768,166,1,4.257,306,-32,7,0,10,7,21,4,13,2,22,5,8,12,29,11,9,6,20,17,13.8,3.2244135666426255
566,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,167,14:33.6,1,5.259670019,0.5836700191497801,1,0,4.97,167,1,4.676,342,56,6,0,26,15,2,3,15,12,4,4,24,5,20,1,1,17,26,17,13.8,3.2244135666426255
567,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,168,14:44.4,1,5.328422308,0.659422308,1,0,2.089,168,1,4.669,18,-32,5,0,6,10,22,4,23,16,18,1,25,3,20,17,1,17,26,17,13.8,3.2244135666426255
568,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,169,14:54.9,1,,,2,0,5.635,169,0,4.94,270,-56,6,0,5,7,6,6,7,1,15,4,8,12,19,16,20,17,1,17,13.8,3.2244135666426255
569,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,170,15:05.8,1,,,2,0,3.393,170,0,4.597,342,56,4,0,26,7,7,3,16,12,24,16,20,17,1,17,26,17,11,17,13.8,3.2244135666426255
570,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,171,15:16.2,1,4.997716903686523,0.6087169036865232,1,0,5.205,171,1,4.389,234,32,5,0,24,10,12,16,14,11,3,1,5,12,20,17,1,17,26,17,13.8,3.2244135666426255
571,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,172,15:27.0,1,4.864012002944946,0.6970120029449465,1,0,2.513,172,1,4.167,270,56,4,0,30,7,6,16,3,8,16,3,20,17,1,17,26,17,11,17,13.8,3.2244135666426255
572,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,173,15:36.7,1,,,2,0,4.639,173,0,4.492,162,32,4,0,23,7,12,2,7,1,24,3,20,17,1,17,26,17,11,17,13.8,3.2244135666426255
573,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,174,15:47.1,1,,,2,0,2.449,174,0,4.483,90,-32,6,0,7,14,1,1,15,3,29,8,30,4,19,2,20,17,26,17,13.8,3.2244135666426255
574,4,Behaviour_MultipleSources_MonoSpatialised,200,2023-08-03_14-37-09,175,15:57.2,1,,,2,0,6.278,175,0,4.374,252,0,5,0,18,15,12,1,22,3,3,4,5,2,20,17,1,17,26,17,13.8,3.2244135666426255
