,SubjectID,TestType,Datestr,TrialNo,TrialStartTime,Correct,ReactionTime_s,HitRT_s,HitMiss,crossChange,crossOnset_s,index,TrialIdx,Change,TargetOnset,TargetAz,TargetEl,Sources,sL1,sF1,sL2,sF2,sL3,sF3,sL4,sF4,sL5,sF5,sL6,sF6,sL7,sF7,sL8,sF8,TargetSource
1312,6,Behaviour_MultipleSources,2023-05-03_11-18-08,63,30:51.8,1,4.9550511837005615,0.8710511837005619,1,0,4.931,0,63,1,4.084,0,90,8,31,11,26,13,14,7,28,5,8,12,15,8,19,16,5,2,top
1313,6,Behaviour_MultipleSources,2023-05-03_11-18-08,64,31:01.4,1,5.040924072265625,0.447924072,1,0,4.964,0,64,1,4.593,0,0,5,11,10,22,13,3,7,18,6,20,1,1,17,26,17,11,17,front
1314,6,Behaviour_MultipleSources,2023-05-03_11-18-08,65,31:11.5,1,5.563130140304565,0.95013014,1,0,4.235,0,65,1,4.613,72,0,6,13,3,31,6,14,8,29,5,18,7,20,12,1,17,26,17,right
1315,6,Behaviour_MultipleSources,2023-05-03_11-18-08,66,31:21.7,1,,,2,0,4.62,0,66,0,4.801,0,90,5,31,9,27,4,8,13,24,2,30,15,20,17,1,17,26,17,top
1316,6,Behaviour_MultipleSources,2023-05-03_11-18-08,67,31:32.0,1,,,2,0,4.405,0,67,0,4.441,72,0,7,13,3,1,13,3,6,15,8,16,16,24,1,5,15,20,17,right
1317,6,Behaviour_MultipleSources,2023-05-03_11-18-08,68,31:42.0,1,5.516904116,0.5819041156768803,1,0,4.467,0,68,1,4.935,0,90,7,31,9,12,7,14,1,15,12,4,6,24,2,20,4,1,17,top
1318,6,Behaviour_MultipleSources,2023-05-03_11-18-08,69,31:52.5,1,5.176232814788818,0.6562328147888188,1,0,4.24,0,69,1,4.52,252,0,8,18,14,11,1,26,4,14,16,2,7,4,15,29,5,19,13,left
1319,6,Behaviour_MultipleSources,2023-05-03_11-18-08,70,32:02.5,1,4.872802734,0.537802734,1,0,4.992,0,70,1,4.335,0,0,7,11,10,27,4,22,1,28,5,17,15,18,12,19,2,20,17,front
1320,6,Behaviour_MultipleSources,2023-05-03_11-18-08,71,32:12.4,1,,,2,0,4.806,0,71,0,4.054,72,0,4,13,3,11,7,16,13,24,5,20,17,1,17,26,17,6,17,right
1321,6,Behaviour_MultipleSources,2023-05-03_11-18-08,72,32:22.1,0,7.750622034072876,,4,0,4.575,0,72,0,4.817,72,0,8,13,9,26,5,1,8,13,16,16,4,8,1,25,7,18,12,right
1322,6,Behaviour_MultipleSources,2023-05-03_11-18-08,73,32:32.4,1,4.828899145126343,0.4858991451263428,1,0,4.002,0,73,1,4.343,180,0,5,16,9,11,2,14,5,18,6,20,7,1,17,26,17,6,17,back
1323,6,Behaviour_MultipleSources,2023-05-03_11-18-08,74,32:42.3,1,4.572410106658936,0.4814101066589353,1,0,4.451,0,74,1,4.091,252,0,4,18,10,12,6,27,1,8,15,20,17,1,17,26,17,11,17,left
1324,6,Behaviour_MultipleSources,2023-05-03_11-18-08,75,32:51.9,0,7.321028709411621,,4,0,4.323,0,75,0,4.314,252,0,5,18,3,11,16,2,2,3,5,10,1,20,17,1,17,26,17,left
1325,6,Behaviour_MultipleSources,2023-05-03_11-18-08,76,33:01.8,1,,,2,0,4.833,0,76,0,4.893,72,0,4,13,14,12,12,29,7,25,6,20,17,1,17,26,17,11,17,right
1326,6,Behaviour_MultipleSources,2023-05-03_11-18-08,77,33:12.2,1,,,2,0,4.845,0,77,0,4.77,72,0,5,13,3,31,13,28,4,9,5,19,2,20,17,1,17,26,17,right
1327,6,Behaviour_MultipleSources,2023-05-03_11-18-08,78,33:22.5,1,4.621356964111328,0.610356964,1,0,4.358,0,78,1,4.011,252,0,7,18,9,6,7,12,16,7,4,28,5,16,12,20,1,1,17,left
1328,6,Behaviour_MultipleSources,2023-05-03_11-18-08,79,33:32.1,1,,,2,0,4.189,0,79,0,4.431,0,90,5,31,3,27,8,3,12,4,2,30,6,20,17,1,17,26,17,top
1329,6,Behaviour_MultipleSources,2023-05-03_11-18-08,80,33:42.0,1,,,2,0,4.358,0,80,0,4.701,252,0,4,18,14,21,8,22,13,29,2,20,17,1,17,26,17,11,17,left
1330,6,Behaviour_MultipleSources,2023-05-03_11-18-08,81,33:52.4,1,5.271019936,0.7740199356079103,1,0,4.05,0,81,1,4.497,252,0,7,18,3,26,7,13,2,14,12,23,8,4,1,20,5,1,17,left
1331,6,Behaviour_MultipleSources,2023-05-03_11-18-08,82,34:02.4,1,5.090040207,0.6260402069091793,1,0,4.055,0,82,1,4.464,72,0,5,13,11,31,7,8,16,18,12,5,6,20,17,1,17,26,17,right
1332,6,Behaviour_MultipleSources,2023-05-03_11-18-08,83,34:12.4,1,5.215106964111328,1.034106964111328,1,0,4.88,0,83,1,4.181,0,90,7,31,3,2,1,22,4,15,5,29,2,30,8,19,12,20,17,top
1333,6,Behaviour_MultipleSources,2023-05-03_11-18-08,84,34:22.1,1,,,2,0,4.564,0,84,0,4.46,0,90,5,31,3,13,8,16,13,9,15,25,1,20,17,1,17,26,17,top
1334,6,Behaviour_MultipleSources,2023-05-03_11-18-08,85,34:32.1,1,4.913488864898682,0.6434888648986821,1,0,4.639,0,85,1,4.27,0,90,6,31,11,7,4,15,1,8,6,18,7,10,13,20,17,1,17,top
1335,6,Behaviour_MultipleSources,2023-05-03_11-18-08,86,34:45.4,1,,,2,0,4.878,0,86,0,4.407,0,90,8,31,9,11,7,3,12,13,2,4,4,29,1,5,16,18,6,top
1336,6,Behaviour_MultipleSources,2023-05-03_11-18-08,87,34:55.3,1,,,2,0,4.005,0,87,0,4.027,0,0,5,11,10,13,15,16,13,24,2,10,12,20,17,1,17,26,17,front
1337,6,Behaviour_MultipleSources,2023-05-03_11-18-08,88,35:04.9,1,,,2,0,4.063,0,88,0,4.655,252,0,5,18,14,26,4,2,6,16,1,20,16,1,17,11,17,6,17,left
1338,6,Behaviour_MultipleSources,2023-05-03_11-18-08,89,35:15.1,1,,,2,0,4.583,0,89,0,4.178,0,0,5,11,11,27,13,15,5,17,2,19,6,20,17,1,17,26,17,front
1339,6,Behaviour_MultipleSources,2023-05-03_11-18-08,90,35:24.8,1,,,2,0,4.052,0,90,0,4.38,252,0,8,18,14,11,15,6,6,13,12,3,5,29,1,17,8,9,2,left
1340,6,Behaviour_MultipleSources,2023-05-03_11-18-08,91,35:34.7,1,4.933831214904785,0.7908312149047854,1,0,4.406,0,91,1,4.143,0,0,8,11,11,12,4,3,6,13,12,16,8,8,2,24,5,18,15,front
1341,6,Behaviour_MultipleSources,2023-05-03_11-18-08,92,35:44.4,1,5.491415023803711,0.5214150238037112,1,0,4.095,0,92,1,4.97,252,0,6,18,10,21,7,27,2,3,4,16,1,19,12,20,17,1,17,left
1342,6,Behaviour_MultipleSources,2023-05-03_11-18-08,93,35:54.9,1,4.723082065582275,0.5430820655822757,1,0,4.382,0,93,1,4.18,252,0,8,18,10,20,15,31,4,27,13,22,8,16,12,4,5,9,7,left
1343,6,Behaviour_MultipleSources,2023-05-03_11-18-08,94,36:04.7,1,4.865758180618286,0.5127581806182864,1,0,4.147,0,94,1,4.353,0,90,4,31,14,28,15,4,2,25,7,20,17,1,17,26,17,11,17,top
1344,6,Behaviour_MultipleSources,2023-05-03_11-18-08,95,36:14.5,1,5.6784281730651855,0.7484281730651858,1,0,4.249,0,95,1,4.93,0,90,5,31,11,2,15,3,8,29,4,25,5,20,17,1,17,26,17,top
1345,6,Behaviour_MultipleSources,2023-05-03_11-18-08,96,36:25.0,1,5.424726963043213,0.467726963,1,0,4.982,0,96,1,4.957,180,0,7,16,10,31,1,27,8,3,2,8,4,9,6,19,13,20,17,back
1346,6,Behaviour_MultipleSources,2023-05-03_11-18-08,97,36:35.5,1,5.346056938171387,0.7540569381713871,1,0,4.192,0,97,1,4.592,72,0,7,13,11,21,15,14,8,15,5,16,2,30,16,25,12,20,17,right
1347,6,Behaviour_MultipleSources,2023-05-03_11-18-08,98,36:45.7,1,,,2,0,4.354,0,98,0,4.926,252,0,6,18,3,11,5,27,2,14,1,29,15,25,13,20,17,1,17,left
1348,6,Behaviour_MultipleSources,2023-05-03_11-18-08,99,36:56.2,1,5.141387939453125,0.7883879394531252,1,0,4.179,0,99,1,4.353,180,0,8,16,3,1,1,21,7,3,15,7,2,4,16,5,4,10,12,back
1349,6,Behaviour_MultipleSources,2023-05-03_11-18-08,100,37:06.1,1,,,2,0,4.291,0,100,0,4.862,252,0,5,18,10,6,5,27,13,15,12,20,1,1,17,26,17,11,17,left
1350,6,Behaviour_MultipleSources,2023-05-03_11-18-08,101,37:16.5,1,5.452240705490112,0.8322407054901122,1,0,4.676,0,101,1,4.62,180,0,5,16,11,26,8,13,16,17,7,5,15,20,17,1,17,11,17,back
1351,6,Behaviour_MultipleSources,2023-05-03_11-18-08,102,37:26.7,1,,,2,0,4.117,0,102,0,4.067,180,0,6,16,9,26,4,12,2,15,8,17,7,10,6,20,17,1,17,back
1352,6,Behaviour_MultipleSources,2023-05-03_11-18-08,103,37:36.3,1,,,2,0,4.901,0,103,0,4.221,0,0,6,11,3,22,5,3,8,16,15,5,13,25,2,20,17,1,17,front
1353,6,Behaviour_MultipleSources,2023-05-03_11-18-08,104,37:46.1,1,5.188360929489136,0.6663609294891355,1,0,4.412,0,104,1,4.522,252,0,8,18,11,21,12,6,2,2,4,14,13,23,8,29,7,30,6,left
1354,6,Behaviour_MultipleSources,2023-05-03_11-18-08,105,37:56.2,1,,,2,0,4.745,0,105,0,4.094,0,0,6,11,11,7,2,14,1,16,8,9,16,20,15,1,17,26,17,front
1355,6,Behaviour_MultipleSources,2023-05-03_11-18-08,106,38:05.8,1,,,2,0,4.079,0,106,0,4.635,0,90,7,31,14,27,8,14,4,8,16,17,5,30,13,25,2,20,17,top
1356,6,Behaviour_MultipleSources,2023-05-03_11-18-08,107,38:16.0,1,,,2,0,4.686,0,107,0,4.481,180,0,8,16,9,21,12,26,5,2,1,3,6,17,13,5,15,25,2,back
1357,6,Behaviour_MultipleSources,2023-05-03_11-18-08,108,38:26.0,1,4.926662921905518,0.6866629219055174,1,0,4.855,0,108,1,4.24,180,0,5,16,14,11,2,22,12,18,16,30,6,20,17,1,17,26,17,back
1358,6,Behaviour_MultipleSources,2023-05-03_11-18-08,109,38:35.8,1,5.533585786819458,0.919585787,1,0,4.504,0,109,1,4.614,0,90,6,31,11,12,7,28,16,8,8,5,1,25,12,20,17,1,17,top
1359,6,Behaviour_MultipleSources,2023-05-03_11-18-08,110,38:45.9,1,,,2,0,4.774,0,110,0,4.752,0,90,4,31,11,14,4,15,12,5,6,20,17,1,17,26,17,11,17,top
1360,6,Behaviour_MultipleSources,2023-05-03_11-18-08,111,38:56.2,1,5.286706924438477,0.6277069244384768,1,0,4.72,0,111,1,4.659,180,0,6,16,3,11,5,2,6,15,1,5,4,19,12,20,17,1,17,back
1361,6,Behaviour_MultipleSources,2023-05-03_11-18-08,112,39:06.4,1,,,2,0,4.464,0,112,0,4.467,0,90,7,31,9,13,7,22,5,8,4,16,2,9,12,5,1,20,17,top
1362,6,Behaviour_MultipleSources,2023-05-03_11-18-08,113,39:16.5,1,4.8857131,0.5397131004333495,1,0,4.926,0,113,1,4.346,252,0,4,18,11,31,15,7,5,29,7,20,17,1,17,26,17,11,17,left
1363,6,Behaviour_MultipleSources,2023-05-03_11-18-08,114,39:26.4,1,4.818955183029175,0.7109551830291752,1,0,4.093,0,114,1,4.108,72,0,8,13,11,6,2,31,16,28,5,23,8,8,15,30,12,10,7,right
1364,6,Behaviour_MultipleSources,2023-05-03_11-18-08,115,39:36.0,1,,,2,0,4.113,0,115,0,4.794,0,0,8,11,9,1,13,3,8,13,7,17,12,8,4,19,6,25,15,front
1365,6,Behaviour_MultipleSources,2023-05-03_11-18-08,116,39:46.4,1,5.294666290283203,0.6766662902832028,1,0,4.801,0,116,1,4.618,0,0,5,11,11,2,1,3,13,17,2,20,16,1,17,26,17,11,17,front
1366,6,Behaviour_MultipleSources,2023-05-03_11-18-08,117,39:56.5,1,5.704253911972046,0.8712539119720457,1,0,4.629,0,117,1,4.833,72,0,7,13,9,26,8,7,6,15,5,17,2,30,12,19,4,20,17,right
1367,6,Behaviour_MultipleSources,2023-05-03_11-18-08,118,40:06.9,1,5.135595798492432,0.5465957984924312,1,0,4.282,0,118,1,4.589,252,0,5,18,14,12,15,7,16,28,12,10,7,20,17,1,17,26,17,left
1368,6,Behaviour_MultipleSources,2023-05-03_11-18-08,119,40:17.1,1,4.962840795516968,0.4048407955169679,1,0,4.369,0,119,1,4.558,252,0,4,18,9,21,8,7,4,15,1,20,17,1,17,26,17,11,17,left
1369,6,Behaviour_MultipleSources,2023-05-03_11-18-08,120,40:27.2,0,,,3,0,4.082,0,120,1,4.597,0,90,8,31,9,1,13,2,16,13,5,29,15,8,12,19,4,10,1,top
1370,6,Behaviour_MultipleSources,2023-05-03_11-18-08,121,40:37.3,1,,,2,0,4.606,0,121,0,4.921,252,0,7,18,3,26,7,12,8,7,15,15,4,16,5,25,6,20,17,left
1371,6,Behaviour_MultipleSources,2023-05-03_11-18-08,122,40:47.8,0,7.679653882980347,,4,0,4.378,0,122,0,4.635,72,0,8,13,14,21,15,11,8,14,6,4,7,29,1,9,2,30,16,right
1372,6,Behaviour_MultipleSources,2023-05-03_11-18-08,123,40:58.0,0,,,3,0,4.938,0,123,1,4.399,180,0,6,16,9,31,8,22,16,14,15,9,2,10,7,20,17,1,17,back
1373,6,Behaviour_MultipleSources,2023-05-03_11-18-08,124,41:07.9,0,,,3,0,4.159,0,124,1,4.661,0,0,8,11,10,6,8,2,5,27,2,23,12,29,1,9,16,19,15,front
1374,6,Behaviour_MultipleSources,2023-05-03_11-18-08,125,41:18.1,1,5.365733861923218,1.1967338619232182,1,0,4.695,0,125,1,4.169,72,0,7,13,3,6,2,22,15,23,1,17,16,30,8,10,7,20,17,right
1375,6,Behaviour_MultipleSources,2023-05-03_11-18-08,126,41:27.8,1,,,2,0,4.43,0,126,0,4.912,252,0,6,18,11,26,8,2,7,28,6,8,15,25,4,20,17,1,17,left
1376,6,Behaviour_MultipleSources,2023-05-03_11-18-08,127,41:38.3,1,,,2,0,4.828,0,127,0,4.911,72,0,8,13,10,31,1,21,16,14,2,29,13,15,7,5,15,9,5,right
1377,6,Behaviour_MultipleSources,2023-05-03_11-18-08,128,41:48.8,1,,,2,0,4.09,0,128,0,4.796,180,0,7,16,10,6,12,27,1,14,15,15,8,30,13,20,6,1,17,back
1378,6,Behaviour_MultipleSources,2023-05-03_11-18-08,129,41:59.1,1,4.719969034194946,0.6539690341949465,1,0,4.892,0,129,1,4.066,0,0,4,11,9,2,15,16,16,25,2,20,17,1,17,26,17,11,17,front
1379,6,Behaviour_MultipleSources,2023-05-03_11-18-08,130,42:08.7,1,5.357944965362549,0.4369449653625485,1,0,4.163,0,130,1,4.921,72,0,6,13,10,1,6,14,1,8,5,24,13,19,8,20,17,26,17,right
1380,6,Behaviour_MultipleSources,2023-05-03_11-18-08,131,42:19.2,1,,,2,0,4.255,0,131,0,4.053,180,0,4,16,10,1,13,22,5,5,7,20,17,26,17,11,17,6,17,back
1381,6,Behaviour_MultipleSources,2023-05-03_11-18-08,132,42:28.8,1,,,2,0,4.684,0,132,0,4.602,0,90,6,31,3,22,6,28,7,23,1,18,15,19,5,20,17,1,17,top
1382,6,Behaviour_MultipleSources,2023-05-03_11-18-08,133,42:38.9,1,5.286390066146851,0.4873900661468502,1,0,4.195,0,133,1,4.799,72,0,8,13,9,20,6,11,13,22,8,23,1,16,5,19,15,24,7,right
1383,6,Behaviour_MultipleSources,2023-05-03_11-18-08,134,42:49.3,0,7.321012020111084,,4,0,4.409,0,134,0,4.529,0,90,8,31,10,26,2,7,15,27,13,29,6,23,1,19,16,10,5,top
1384,6,Behaviour_MultipleSources,2023-05-03_11-18-08,135,42:59.4,1,5.374391078948975,0.822391079,1,0,4.911,0,135,1,4.552,0,0,7,11,10,2,2,22,7,8,1,16,15,18,4,19,16,20,17,front
1385,6,Behaviour_MultipleSources,2023-05-03_11-18-08,136,43:09.5,1,5.370604991912842,0.8246049919128415,1,0,4.153,0,136,1,4.546,0,0,7,11,11,12,7,3,2,8,13,29,4,30,6,10,12,20,17,front
1386,6,Behaviour_MultipleSources,2023-05-03_11-18-08,137,43:19.6,1,4.619726657867432,0.511726658,1,0,4.061,0,137,1,4.108,180,0,4,16,9,21,1,13,16,30,4,20,17,1,17,26,17,11,17,back
1387,6,Behaviour_MultipleSources,2023-05-03_11-18-08,138,43:29.3,1,,,2,0,4.793,0,138,0,4.879,180,0,5,16,10,31,12,7,13,18,4,25,2,20,17,1,17,26,17,back
1388,6,Behaviour_MultipleSources,2023-05-03_11-18-08,139,43:39.7,1,4.897192955,0.4501929550170898,1,0,4.248,0,139,1,4.447,252,0,8,18,10,6,15,31,6,28,1,27,12,17,7,8,13,19,2,left
1389,6,Behaviour_MultipleSources,2023-05-03_11-18-08,140,43:49.7,1,,,2,0,4.848,0,140,0,4.618,0,0,5,11,10,13,6,23,16,9,8,30,7,20,17,1,17,26,17,front
1390,6,Behaviour_MultipleSources,2023-05-03_11-18-08,141,43:59.9,1,5.574994802474976,0.9929948024749756,1,0,4.412,0,141,1,4.582,252,0,6,18,3,1,16,27,5,28,4,4,12,10,7,20,17,26,17,left
1391,6,Behaviour_MultipleSources,2023-05-03_11-18-08,142,44:10.0,1,,,2,0,4.412,0,142,0,4.216,0,0,8,11,11,12,1,27,7,3,5,4,12,29,2,24,6,18,8,front
1392,6,Behaviour_MultipleSources,2023-05-03_11-18-08,143,44:19.8,1,,,2,0,4.632,0,143,0,4.405,0,90,6,31,3,22,8,15,6,4,13,24,15,19,2,20,17,1,17,top
1393,6,Behaviour_MultipleSources,2023-05-03_11-18-08,144,44:29.7,1,,,2,0,4.109,0,144,0,4.913,0,0,4,11,3,3,7,15,5,10,8,20,17,1,17,26,17,11,17,front
1394,6,Behaviour_MultipleSources,2023-05-03_11-18-08,145,44:40.2,1,4.721038103103638,0.5260381031036374,1,0,4.879,0,145,1,4.195,180,0,8,16,10,1,6,12,15,3,4,2,13,15,7,9,2,30,5,back
1395,6,Behaviour_MultipleSources,2023-05-03_11-18-08,146,44:49.9,1,,,2,0,4.758,0,146,0,4.532,180,0,7,16,3,1,13,12,1,14,16,23,2,24,12,5,7,20,17,back
1396,6,Behaviour_MultipleSources,2023-05-03_11-18-08,147,45:00.0,0,7.701012849807739,,4,0,4.245,0,147,0,4.579,252,0,6,18,3,31,16,27,5,14,8,23,15,19,4,20,17,1,17,left
1397,6,Behaviour_MultipleSources,2023-05-03_11-18-08,148,45:10.1,1,5.211102009,0.5321020088195798,1,0,4.479,0,148,1,4.679,252,0,5,18,10,1,13,22,4,16,1,19,16,20,17,26,17,11,17,left
1398,6,Behaviour_MultipleSources,2023-05-03_11-18-08,149,45:20.3,1,,,2,0,4.222,0,149,0,4.446,72,0,5,13,9,6,4,3,5,29,13,10,1,20,17,1,17,26,17,right
1399,6,Behaviour_MultipleSources,2023-05-03_11-18-08,150,45:30.3,1,5.5188469886779785,0.6968469886779785,1,0,4.541,0,150,1,4.822,180,0,4,16,14,31,7,27,8,25,12,20,17,1,17,26,17,11,17,back
1400,6,Behaviour_MultipleSources,2023-05-03_11-18-08,151,45:40.7,1,,,2,0,4.984,0,151,0,4.082,72,0,7,13,9,11,6,7,1,15,2,4,4,24,13,5,15,20,17,right
1401,6,Behaviour_MultipleSources,2023-05-03_11-18-08,152,45:50.4,1,,,2,0,4.742,0,152,0,4.268,180,0,5,16,14,26,15,14,13,9,4,19,12,20,17,1,17,11,17,back
1402,6,Behaviour_MultipleSources,2023-05-03_11-18-08,153,46:00.2,1,,,2,0,4.417,0,153,0,4.427,0,0,6,11,10,12,5,28,6,16,15,18,7,10,8,20,17,1,17,front
1403,6,Behaviour_MultipleSources,2023-05-03_11-18-08,154,46:10.2,1,5.455379009246826,1.034379009246826,1,0,4.323,0,154,1,4.421,0,0,6,11,3,12,1,14,5,8,4,18,13,10,6,20,17,1,17,front
1404,6,Behaviour_MultipleSources,2023-05-03_11-18-08,155,46:20.2,1,,,2,0,4.457,0,155,0,4.036,0,90,7,31,3,12,6,3,13,15,2,29,12,30,4,5,8,20,17,top
1405,6,Behaviour_MultipleSources,2023-05-03_11-18-08,156,46:29.7,1,5.151437759399414,1.0064377593994145,1,0,4.594,0,156,1,4.145,180,0,4,16,14,6,15,28,2,5,1,20,17,1,17,26,17,11,17,back
1406,6,Behaviour_MultipleSources,2023-05-03_11-18-08,157,46:39.4,1,5.6874330043792725,0.8224330043792722,1,0,4.225,0,157,1,4.865,0,90,6,31,3,22,16,15,1,23,13,9,7,20,8,1,17,26,17,top
1407,6,Behaviour_MultipleSources,2023-05-03_11-18-08,158,46:49.9,1,,,2,0,4.481,0,158,0,4.592,252,0,4,18,10,11,12,22,5,8,1,20,17,1,17,26,17,6,17,left
1408,6,Behaviour_MultipleSources,2023-05-03_11-18-08,159,47:00.0,1,,,2,0,4.777,0,159,0,4.419,72,0,6,13,9,31,4,14,7,29,1,30,8,10,13,20,17,1,17,right
1409,6,Behaviour_MultipleSources,2023-05-03_11-18-08,160,47:10.0,1,,,2,0,4.371,0,160,0,4.685,0,0,7,11,10,13,5,3,13,28,6,4,16,24,2,5,1,20,17,front
1410,6,Behaviour_MultipleSources,2023-05-03_11-18-08,161,47:20.2,1,,,2,0,4.467,0,161,0,4.781,0,90,6,31,11,27,13,28,8,29,16,9,4,20,7,1,17,26,17,top
1411,6,Behaviour_MultipleSources,2023-05-03_11-18-08,162,47:30.5,1,,,2,0,4.416,0,162,0,4.042,180,0,4,16,9,20,8,28,6,25,4,1,17,26,17,11,17,6,17,back
1412,6,Behaviour_MultipleSources,2023-05-03_11-18-08,163,47:40.1,0,6.400342941,,4,0,4.162,0,163,0,4.923,252,0,7,18,10,6,8,12,6,3,2,28,7,29,13,10,16,20,17,left
1413,6,Behaviour_MultipleSources,2023-05-03_11-18-08,164,47:50.6,1,,,2,0,4.334,0,164,0,4.836,0,90,4,31,11,3,2,16,8,18,13,20,17,1,17,26,17,11,17,top
1414,6,Behaviour_MultipleSources,2023-05-03_11-18-08,165,48:00.9,1,,,2,0,4.724,0,165,0,4.039,180,0,5,16,14,26,5,22,16,4,7,20,15,1,17,11,17,6,17,back
1415,6,Behaviour_MultipleSources,2023-05-03_11-18-08,166,48:10.5,1,4.7915589809417725,0.7135589809417722,1,0,4.048,0,166,1,4.078,0,0,5,11,9,27,8,28,13,24,5,5,4,20,17,1,17,26,17,front
1416,6,Behaviour_MultipleSources,2023-05-03_11-18-08,167,48:20.1,1,,,2,0,4.799,0,167,0,4.343,72,0,5,13,10,31,1,16,15,24,13,10,8,20,17,1,17,26,17,right
1417,6,Behaviour_MultipleSources,2023-05-03_11-18-08,168,48:30.0,1,,,2,0,4.341,0,168,0,4.418,252,0,8,18,9,1,13,20,2,28,4,7,1,29,6,17,16,30,5,left
1418,6,Behaviour_MultipleSources,2023-05-03_11-18-08,169,48:40.0,1,,,2,0,4.448,0,169,0,4.539,180,0,8,16,9,26,15,11,1,13,12,2,6,8,13,24,2,5,7,back
1419,6,Behaviour_MultipleSources,2023-05-03_11-18-08,170,48:50.1,1,,,2,0,4.994,0,170,0,4.217,0,90,8,31,3,26,16,28,6,2,7,4,12,8,15,24,8,18,5,top
1420,6,Behaviour_MultipleSources,2023-05-03_11-18-08,171,49:03.0,1,,,2,0,4.564,0,171,0,4.232,180,0,4,16,9,31,1,13,7,5,4,20,17,1,17,26,17,11,17,back
1421,6,Behaviour_MultipleSources,2023-05-03_11-18-08,172,49:12.9,1,,,2,0,4.037,0,172,0,4.127,0,90,8,31,14,20,12,27,16,7,6,15,15,17,2,9,7,25,8,top
1422,6,Behaviour_MultipleSources,2023-05-03_11-18-08,173,49:22.6,1,5.185626745223999,0.5066267452239988,1,0,4.518,0,173,1,4.679,0,90,5,31,10,2,12,3,16,17,7,19,1,20,17,1,17,26,17,top
1423,6,Behaviour_MultipleSources,2023-05-03_11-18-08,174,49:32.8,1,4.919932126998901,0.4489321269989013,1,0,4.308,0,174,1,4.471,0,90,5,31,14,2,2,15,4,24,12,30,1,20,17,1,17,26,17,top
1424,6,Behaviour_MultipleSources,2023-05-03_11-18-08,175,49:42.8,1,5.100517272949219,0.7165172729492184,1,0,4.861,0,175,1,4.384,72,0,6,13,3,26,2,14,1,4,12,18,5,20,8,1,17,11,17,right
1425,6,Behaviour_MultipleSources,2023-05-03_11-18-08,176,49:52.7,1,,,2,0,4.898,0,176,0,4.038,252,0,8,18,11,21,15,26,5,3,16,22,13,16,7,4,8,18,2,left
1426,6,Behaviour_MultipleSources,2023-05-03_11-18-08,177,50:02.3,1,,,2,0,4.093,0,177,0,4.823,180,0,5,16,9,12,13,27,1,4,7,20,8,1,17,26,17,11,17,back
1427,6,Behaviour_MultipleSources,2023-05-03_11-18-08,178,50:12.7,0,8.021406888961792,,4,0,4.269,0,178,0,4.727,180,0,8,16,14,12,15,31,16,27,6,2,1,4,13,5,7,9,4,back
1428,6,Behaviour_MultipleSources,2023-05-03_11-18-08,179,50:22.9,1,5.224886178970337,0.6728861789703373,1,0,4.379,0,179,1,4.552,72,0,4,13,9,12,15,16,16,30,1,20,17,1,17,26,17,11,17,right
1429,6,Behaviour_MultipleSources,2023-05-03_11-18-08,180,50:33.1,0,7.869647979736328,,4,0,4.672,0,180,0,4.189,180,0,8,16,9,20,12,21,15,27,1,2,7,16,6,25,16,24,4,back
1430,6,Behaviour_MultipleSources,2023-05-03_11-18-08,181,50:42.8,0,7.773108959197998,,4,0,4.099,0,181,0,4.957,252,0,7,18,3,6,13,12,16,22,4,8,7,16,1,10,8,20,17,left
1431,6,Behaviour_MultipleSources,2023-05-03_11-18-08,182,50:53.3,1,5.151746034622192,0.6837460346221924,1,0,4.165,0,182,1,4.468,0,90,7,31,9,13,15,14,1,28,6,4,7,24,5,5,8,20,17,top
1432,6,Behaviour_MultipleSources,2023-05-03_11-18-08,183,51:03.3,1,,,2,0,4.351,0,183,0,4.353,0,90,6,31,14,12,2,28,4,23,13,30,5,20,6,1,17,26,17,top
1433,6,Behaviour_MultipleSources,2023-05-03_11-18-08,184,51:13.3,1,5.920177936553955,1.199177936553955,1,0,4.416,0,184,1,4.721,180,0,7,16,3,6,2,2,1,14,7,15,16,18,4,10,12,20,17,back
1434,6,Behaviour_MultipleSources,2023-05-03_11-18-08,185,51:23.5,1,5.245321989059448,0.6793219890594484,1,0,4.43,0,185,1,4.566,72,0,7,13,11,1,13,22,6,23,7,16,5,30,1,5,2,20,17,right
1435,6,Behaviour_MultipleSources,2023-05-03_11-18-08,186,51:33.6,1,,,2,0,4.231,0,186,0,4.18,0,90,4,31,3,14,7,15,4,10,6,20,17,1,17,26,17,11,17,top
1436,6,Behaviour_MultipleSources,2023-05-03_11-18-08,187,51:43.4,1,,,2,0,4.681,0,187,0,4.079,0,90,5,31,10,14,15,16,13,18,7,5,2,20,17,1,17,26,17,top
1437,6,Behaviour_MultipleSources,2023-05-03_11-18-08,188,51:53.0,1,,,2,0,4.874,0,188,0,4.302,252,0,7,18,14,1,4,27,15,7,7,23,1,4,13,25,12,20,17,left
1438,6,Behaviour_MultipleSources,2023-05-03_11-18-08,189,52:02.9,1,6.2398881912231445,1.6368881912231448,1,0,4.985,0,189,1,4.603,180,0,6,16,10,26,8,27,6,28,15,30,5,25,1,20,17,1,17,back
1439,6,Behaviour_MultipleSources,2023-05-03_11-18-08,190,52:13.1,1,5.392180919647217,0.7401809196472167,1,0,4.185,0,190,1,4.652,0,0,7,11,11,13,4,22,2,8,5,17,13,18,15,5,1,20,17,front
